@id,label,definition,notation,unit.label,unit.comment
http://environment.data.gov.uk/water-quality/def/determinands/3925,Monolinuron,Monolinuron,3925,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6450,Cu Filtered,"Copper, Dissolved",6450,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3334,Trichloroeth,Trichloroethylene :- {Trichloroethene},3334,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0106,Cd Filtered,"Cadmium, Dissolved",0106,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6449,Bromoxynil,Bromoxynil,6449,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6020,NGR Northing,NGR : Northing,6020,ngr,NATIONAL GRID REFERENCE (METRIC)
http://environment.data.gov.uk/water-quality/def/determinands/9836,"1,1-Dichloro","1,1-Dichloroethylene :- {1,1-Dichloroethene}",9836,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6656,MTBE,MTBE :- {Methyl tert-butyl ether},6656,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/9773,PCB Con 153,PCB - 153,9773,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0736,Fluoranthene,Fluoranthene,0736,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3283,Bromoform,Bromoform :- {Tribromomethane},3283,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7715,SHRIMP TOX,"Toxicity Test : Shrimp, 1 Day : Semistatic LC50",7715,%,PERCENTAGE
http://environment.data.gov.uk/water-quality/def/determinands/0483,Aldrin,Aldrin,0483,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3118,Linuron,Linuron,3118,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/8652,Cr - wet wt,Chromium : Wet Wt,8652,ug/kg,MICROGRAM PER KILOGRAM
http://environment.data.gov.uk/water-quality/def/determinands/9639,OdourPhenolc,Odour : Phenolic,9639,pres/nf,PRESENT/NOT FOUND
http://environment.data.gov.uk/water-quality/def/determinands/9494,Isodrin,Isodrin,9494,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6062,Barium - Ba,Barium,6062,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7887,CHLOROPHYLL,Chlorophyll : Acetone Extract,7887,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3409,Cr- Filtered,"Chromium, Dissolved",3409,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0207,Sodium - Na,Sodium,0207,mg/l,MILLIGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0103,Hg Filtered,"Mercury, Dissolved",0103,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/8995,"2,3,5,6-TClT","2,3,5,6-Tetrachlorothioanisole",8995,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3001,Simazine,Simazine,3001,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6699,TitaniumFilt,"Titanium, Filtered",6699,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3915,HCHs ABGDE,"HCH : Total Isomers (Alpha, Beta, Gamma, Delta, Epsilon)",3915,ng/l,NANOGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7668,NO FLOW/SAMP,No flow /No sample,7668,coded,Coded Result
http://environment.data.gov.uk/water-quality/def/determinands/9811,112TCEthan,"1,1,2-Trichloroethane",9811,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7568,DiMeformamid,Dimethyl formamide :- {DMF},7568,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6057,Aluminium-Al,Aluminium,6057,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7170,CL2 FREE,Chlorine Free : In Situ as Cl2,7170,mg/l,MILLIGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6460,Fe- Filt,"Iron, Dissolved",6460,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/1049,Carbon Tet,Carbon tetrachloride :- {Tetrachloromethane},1049,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/9774,PCB Con 180,PCB - 180,9774,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7155,PHENMEDIPHAM,Phenmedipham,7155,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/9978,ClpyrifosEt,Chlorpyrifos-ethyl,9978,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7053,Methabnzthzn,Methabenzthiazuron,7053,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3791,"2,4-DB","2,4-DB :- {4-(2,4-dichlorophenoxy)butyric acid}",3791,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/8383,Xylene Tot,"Dimethylbenzene : Sum of (1,2- 1,3- 1,4-) :- {Xylene}",8383,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0666,"Oil,Grse,Fat","Oils, Grease and Fats",0666,mg/l,MILLIGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0047,Flow Instant,"Flow, instantaneous",0047,ml/d,MEGALITRE PER DAY
http://environment.data.gov.uk/water-quality/def/determinands/3790,MCPB,MCPB :- {4-Chloro-2-methylphenoxybutyric acid},3790,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0527,Heptachlor,Heptachlor,0527,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0006,Sample Depth,Sample Depth below surface,0006,m,METRE
http://environment.data.gov.uk/water-quality/def/determinands/9348,Chlortoluron,Chlorotoluron,9348,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7154,ETHOFUMESATE,Ethofumesate,7154,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0072,Colour Filt,"Colour, Filtered",0072,hazen,COLOUR
http://environment.data.gov.uk/water-quality/def/determinands/9091,25Dichlrphnl,"2,5-Dichlorophenol",9091,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3784,Toluene,Toluene :- {Methylbenzene},3784,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3086,Carbofuran,Carbofuran,3086,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0118,Nitrite-N,Nitrite as N,0118,mg/l,MILLIGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3548,MCPA,MCPA :- {4-Chloro-2-methylphenoxyacetic acid},3548,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/7723,ATRAZ+SIMAZ,Atrazine and Simazine,7723,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0175,Cyanide - CN,Cyanide as CN,0175,mg/l,MILLIGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0569,EndosulphanA,Endosulfan A,0569,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3792,Benazolin,Benazolin,3792,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/6485,Nitrite Filt,"Nitrite, Filtered as N",6485,mg/l,MILLIGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0166,Solids @105C,Residual mass: after drying at 105 C,0166,%,PERCENTAGE
http://environment.data.gov.uk/water-quality/def/determinands/9051,"1,2,4-TCB","1,2,4-Trichlorobenzene",9051,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0205,Na- Filtered,"Sodium, Dissolved",0205,mg/l,MILLIGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3458,ColfmF Conf,"Coliforms, Faecal : Confirmed",3458,no/100ml,NUMBER PER HUNDRED MILLILITRES
http://environment.data.gov.uk/water-quality/def/determinands/7044,IonicBalance,Ionic Balance,7044,%,PERCENTAGE
http://environment.data.gov.uk/water-quality/def/determinands/6030,Silver - Ag,Silver,6030,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/0237,Magnesium-Mg,Magnesium,0237,mg/l,MILLIGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/3555,Triclopyr,Triclopyr,3555,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/9002,Metazachlor,Metazachlor,9002,ug/l,MICROGRAM PER LITRE
http://environment.data.gov.uk/water-quality/def/determinands/9816,24Dichloropl,"2,4-Dichlorophenol",9816,ug/l,MICROGRAM PER LITRE
