@id,label,type,notation,subOrganizationOf,subOrganizationOf.label,hasSubOrganization
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-C,AVON & LOWER SEVERN (5),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-29-C,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,Staffordshire Warwickshire and West Midlands,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-B,UPPER TRENT AND TAME,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-29-B,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,Staffordshire Warwickshire and West Midlands,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-A,ALL SUB AREAS SWWM,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-29-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,Staffordshire Warwickshire and West Midlands,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-29-0,SWWM AREA DEFAULT,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-29-0,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-29,Staffordshire Warwickshire and West Midlands,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-V,"SWALE, URE, NIDD, OUSE",http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-V,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-12-L,MANCHESTER,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-12-L,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-12,Greater Manchester Merseyside and Cheshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-E,L&W SOUTH LONDON - KSL,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-38-E,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,Kent and South London,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-B,NORTH CUMBRIA (R),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-B,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-S,Marine,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-S,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/6-27-A,ALL CORNWALL AREAS,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,6-27-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/6-27,Devon and Cornwall,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-N,L&W NORTH - WT,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-37-N,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,West Thames,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-L,L&W SOUTH - WT,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-37-L,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,West Thames,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-A,ALL SUB-AREAS -WT,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-37-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,West Thames,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-37-9,ECMAS SAMPLING (WEST THAMES),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-37-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-37,West Thames,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-35-9,ECMAS SAMPLING (NORTH EAST AREA),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-35-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-35,Northumberland Durham and Tees,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-D,LEICESTER AND SOUTH NOTTINGHAMSHIRE,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-30-D,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,Derbyshire Nottinghamshire and Leicestershire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-C,"DERBYSHIRE, DERWENT AND EREWASH",http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-30-C,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,Derbyshire Nottinghamshire and Leicestershire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-B,DUKERIES AND THE TRENT,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-30-B,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,Derbyshire Nottinghamshire and Leicestershire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-A,ALL SUB AREAS EAST,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-30-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,Derbyshire Nottinghamshire and Leicestershire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-30-0,EAST AREA DEFAULT,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-30-0,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-30,Derbyshire Nottinghamshire and Leicestershire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-35-Z,UNKNOWN-NORTH EAST AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-35-Z,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-35,Northumberland Durham and Tees,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-35-I,WEAR & TEES,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-35-I,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-35,Northumberland Durham and Tees,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-35-H,NORTHUMBERLAND & TYNE,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-35-H,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-35,Northumberland Durham and Tees,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-35-G,MARINE - NORTH EAST AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-35-G,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-35,Northumberland Durham and Tees,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-35-F,GROUNDWATER - NORTH EAST AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-35-F,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-35,Northumberland Durham and Tees,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-35-A,ALL SUB AREAS - NORTH EAST AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-35-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-35,Northumberland Durham and Tees,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-39-9,ECMAS SAMPLING (SOLENT AND SOUTH DOWNS),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-39-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-39,Solent and South Downs,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-Z,UNKNOWN (NORTHERN),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,1-3-Z,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,Lincolnshire and Northamptonshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-9,ECMAS SAMPLING (YORKSHIRE AREA),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-39-J,L&W EAST - SSD,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-39-J,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-39,Solent and South Downs,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/6-27-Z,DEVON AND CORNWALL DEFAULT,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,6-27-Z,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/6-27,Devon and Cornwall,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/6-27-9,ECMAS SAMPLING (DEVON AND CORNWALL),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,6-27-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/6-27,Devon and Cornwall,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/6-27-3,EAST DEVON AND CORNWALL,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,6-27-3,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/6-27,Devon and Cornwall,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/6-27-2,CENTRAL DEVON AND CORNWALL,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,6-27-2,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/6-27,Devon and Cornwall,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/6-27-1,WEST DEVON AND CORNWALL,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,6-27-1,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/6-27,Devon and Cornwall,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-M,MERSEYSIDE (R),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-M,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-9,ECMAS SAMPLING (KENT AND SOUTH LONDON),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-38-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,Kent and South London,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-C,NORTH & SOUTH TEAM SUB AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,1-3-C,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,Lincolnshire and Northamptonshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-G,RIBBLE / DOUGLAS (R),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-G,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-U,"ESK, DERWENT, HULL",http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-U,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-D,L&W MEDWAY AND ROTHER - KSL,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-38-D,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,Kent and South London,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-A,ALL SUB AREAS,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-A,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-R,ALL AREAS,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-R,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-O,L&W HERTS & NORTH LONDON,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-36-O,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,Hertfordshire and North London,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-36-A,ALL SUB-AREAS - NET,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-36-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-36,Hertfordshire and North London,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-9,ECMAS SAMPLING (SHWG),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-31-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,Shropshire Herefordshire Worcestershire and Gloucestershire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-S,"AIRE, CALDER, WHARFE",http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-S,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-M,GROUNDWATER - YORKSHIRE AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-M,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-A,ALL SUB AREAS - YORKSHIRE AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-Z,UNKNOWN-YORKSHIRE AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-Z,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-T,"DON, ROTHER",http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-T,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-H,H&T BOREHOLE DIP SITE,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-H,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/3-34-N,MARINE - YORKSHIRE AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,3-34-N,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/3-34,Yorkshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-L,MANCHESTER (R),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-L,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-39-Z,SOLENT & SOUTH DOWNS DEFAULT - SUB AREA UNKNOWN,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-39-Z,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-39,Solent and South Downs,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-H,NORFOLK & SUFFOLK TEAM SUB AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,1-2-H,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,Essex Norfolk and Suffolk,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-12-P,CHESHIRE,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-12-P,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-12,Greater Manchester Merseyside and Cheshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-Z,KENT & SOUTH LONDON DEFAULT - SUB AREA UNKNOWN,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-38-Z,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,Kent and South London,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-D,South Cumbria (R),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-D,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-E,LUNE / WYRE (R),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-E,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-W,UNKNOWN REGIONAL,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-W,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-Z,SUB AREA UNKNOWN,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-Z,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-9,ECMAS SAMPLING (REGIONAL),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-9,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/R-P,CHESHIRE (R),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,R-P,http://environment.data.gov.uk/water-quality/id/ea-area/R,Regional,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-12-9,ECMAS SAMPLING (GTR MANCS MERSEY AND CHES),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-12-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-12,Greater Manchester Merseyside and Cheshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-38-C,L&W EAST KENT AND STOUR - KSL,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-38-C,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-38,Kent and South London,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-11-9,ECMAS SAMPLING (CUMBRIA AND LANCASHIRE),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-11-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-11,Cumbria and Lancashire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-12-Z,Unknown,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-12-Z,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-12,Greater Manchester Merseyside and Cheshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-12-M,MERSEYSIDE,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-12-M,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-12,Greater Manchester Merseyside and Cheshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-M,ESSEX TEAM SUB AREA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,1-2-M,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,Essex Norfolk and Suffolk,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-11-D,MORECOMBE BAY,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-11-D,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-11,Cumbria and Lancashire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/10-39-H,L&W SOUTH - SSD,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,10-39-H,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/10-39,Solent and South Downs,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-X,UNKNOWN (EASTERN),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,1-2-X,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,Essex Norfolk and Suffolk,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-A,ALL NORTHERN SUB AREAS,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,1-3-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,Lincolnshire and Northamptonshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-C,AVON & LOWER SEVERN (4),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-31-C,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,Shropshire Herefordshire Worcestershire and Gloucestershire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/1-2-A,ALL EASTERN SUB AREAS,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,1-2-A,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-2,Essex Norfolk and Suffolk,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/1-3-9,ECMAS SAMPLING (NORTHERN),http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,1-3-9,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/1-3,Lincolnshire and Northamptonshire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-11-Z,Unknown,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-11-Z,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-11,Cumbria and Lancashire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/4-11-B,NORTH CUMBRIA,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,4-11-B,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/4-11,Cumbria and Lancashire,""
http://environment.data.gov.uk/water-quality/id/ea-subarea/2-31-B,SHROPSHIRE & WYE,http://environment.data.gov.uk/water-quality/def/ea-org/SubArea|http://www.w3.org/ns/org#Organization,2-31-B,http://environment.data.gov.uk/registry/def/ea-organization/ea_areas/2-31,Shropshire Herefordshire Worcestershire and Gloucestershire,""
